0111;0010;1000;1101
	true,false,false,571,0,0
	false,true,false,0,575,0
	false,false,false,41,40,0
0011;1011;0001;1001
	true,false,false,551,0,0
	false,true,false,0,588,0
	false,false,false,41,43,0
0010;1101;0000;1111
	true,false,false,556,0,0
	false,true,false,0,586,0
	false,false,false,43,34,0
0011;0010;1101;1100
	true,false,false,615,0,0
	false,true,false,0,578,0
	false,false,false,42,31,0
1100;1000;0000;0100
	true,false,false,606,0,0
	false,true,false,0,602,0
	false,false,false,39,36,0
1101;0010;1001;0110
	true,false,false,586,0,0
	false,true,false,0,588,0
	false,false,false,40,35,0
0111;1100;0100;1111
	true,false,false,566,0,0
	false,true,false,0,559,0
	false,false,false,28,30,0
1011;1010;1100;1101
	true,false,false,605,0,0
	false,true,false,0,581,0
	false,false,false,38,39,0
1010;1100;0010;0100
	true,false,false,565,0,0
	false,true,false,0,617,0
	false,false,false,36,46,0
1101;1001;1011;1111
	true,false,false,582,0,0
	false,true,false,0,585,0
	false,false,false,35,37,0
1001;1110;0010;0101
	true,false,false,622,0,0
	false,true,false,0,579,0
	false,false,false,34,38,0
1110;0011;1100;0001
	true,false,false,590,0,0
	false,true,false,0,580,0
	false,false,false,32,44,0
0101;1010;0110;1001
	true,true,true,6255,6255,6255
	true,true,false,4576,4554,1501
	true,false,true,6236,6236,6236
	true,false,false,557,557,195
	false,true,true,393,393,393
	false,true,false,591,572,200
	false,false,true,337,337,337
	false,false,false,36,34,11
0000;0110;0101;0011
	true,true,true,6258,6258,6258
	true,true,false,4925,4938,1305
	true,false,true,6407,6407,6407
	true,false,false,626,649,178
	false,true,true,425,425,425
	false,true,false,617,597,144
	false,false,true,416,416,416
	false,false,false,46,41,11
1000;0110;0010;1100
	true,false,false,581,0,0
	false,true,false,0,567,0
	false,false,false,42,32,0
0010;1011;0110;1111
	true,false,false,596,0,0
	false,true,false,0,615,0
	false,false,false,29,34,0
1001;1111;1110;1000
	true,false,false,576,0,0
	false,true,false,0,570,0
	false,false,false,34,39,0
0110;1001;0000;1111
	true,true,false,4733,4645,0
	true,false,false,569,581,0
